,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Target,Position_right,Position_top
Cheez-50_50-right-7,278.15,1.135,3.5675,1.7625,29.365,1.19,3.435,4.9675,26.095,1.2175,3.245,2.875,3.1975,4.0225,7.19,1.495,Cheez,1,0
Cheez-50_50-right-8,286.5125,2.0975,6.02,5.47,2.065,2.115,3.5475,2.2125,17.7725,2.2475,2.9775,2.355,3.275,2.66,8.5075,1.2025,Cheez,1,0
Cheez-50_50-right-9,219.295,2.6425,5.155,2.88,22.47,1.8125,4.7675,3.4425,23.98,1.415,1.24,1.675,4.2475,3.6475,10.8525,1.6575,Cheez,1,0
Cheez-50_50-top-0,17.9325,2.82,2.4875,3.6525,1.995,2.4175,4.0975,1.6075,0.7475,0.6975,2.5375,2.01,0.0,0.0,0.0,0.0,Cheez,0,1
Cheez-50_50-top-1,49.875,1.2225,5.2,2.265,177.5675,0.89,2.875,2.34,1.34,0.7725,0.785,0.965,0.0,0.0,0.0,0.0,Cheez,0,1
Cheez-50_50-top-2,30.46,1.4425,2.4425,4.155,2.0675,1.335,1.4675,1.56,24.835,2.1375,4.2825,1.98,0.0,0.0,0.0,0.0,Cheez,0,1
Cheez-50_50-top-3,35.7025,1.9925,4.745,2.73,3.38,0.335,4.9375,1.185,1.5375,1.1025,3.9825,2.225,0.0,0.0,0.0,0.0,Cheez,0,1
Cheez-50_50-top-4,41.905,2.66,5.085,3.185,1.38,1.275,2.6675,2.16,28.0025,3.055,1.135,2.265,0.0,0.0,0.0,0.0,Cheez,0,1
Cheez-50_50-top-5,33.6375,2.605,4.29,2.7625,2.325,1.645,2.84,4.5025,1.255,2.945,2.095,3.2825,0.0,0.0,0.0,0.0,Cheez,0,1
Cheez-50_50-top-6,34.375,1.59,4.6475,2.02,2.275,1.4525,2.355,1.4375,3.0775,1.175,1.875,0.9,0.0,0.0,0.0,0.0,Cheez,0,1
Cheez-50_50-top-7,36.71,2.995,2.325,2.2225,4.0625,2.4525,2.36,4.25,3.5225,1.7675,5.12,1.3225,0.0,0.0,0.0,0.0,Cheez,0,1
Cheez-50_50-top-8,42.355,1.7,4.065,1.2675,44.3375,0.7825,3.24,4.04,2.955,1.8425,1.5275,0.9925,0.0,0.0,0.0,0.0,Cheez,0,1
Cheez-50_50-top-9,41.81,0.8475,2.215,3.2,2.2575,0.925,3.71,4.8075,2.0725,1.2125,2.6675,1.29,0.0,0.0,0.0,0.0,Cheez,0,1
Cheez-50_814-right-0,10.45,1.4175,4.22,1.1125,56.265,1.145,1.8925,1.825,41.8725,2.045,2.62,0.48,3.695,1.5575,5.7825,1.64,Cheez,1,0
Cheez-50_814-right-1,54.975,1.0,1.8075,3.115,384.79,1.425,3.7875,1.5175,374.7575,1.36,2.175,1.2,2.31,3.1675,5.9875,0.91,Cheez,1,0
Cheez-50_814-right-2,50.9225,1.545,5.6125,3.72,236.1975,1.795,0.75,2.4625,432.4825,0.7275,4.02,1.2,2.84,4.345,8.165,2.405,Cheez,1,0
Cheez-50_814-right-3,254.14,2.3775,3.2575,2.9925,197.62,1.2625,1.53,2.3975,450.055,1.465,2.4425,1.14,3.565,2.3125,7.28,2.0725,Cheez,1,0
Cheez-50_814-right-4,194.6425,0.825,3.525,2.2225,253.2975,1.025,1.0025,1.6425,454.21,1.3925,2.485,1.11,1.835,3.7775,5.135,3.535,Cheez,1,0
Cheez-50_814-right-5,165.4125,2.71,6.8675,0.995,175.96,1.505,2.6075,1.225,320.09,1.535,1.475,1.7775,2.23,2.425,3.7025,2.2825,Cheez,1,0
Cheez-50_814-right-6,152.655,1.945,1.54,3.22,281.9225,1.68,1.3925,0.9775,289.9075,32.5525,3.36,2.465,2.985,3.18,10.3225,2.6925,Cheez,1,0
Cheez-50_814-right-7,119.7325,2.135,5.6,2.7225,229.7625,1.7075,2.22,2.6125,320.335,0.7625,5.905,2.67,1.18,3.825,7.5525,2.6025,Cheez,1,0
Cheez-50_814-right-8,95.195,2.36,2.4825,3.3,382.2675,1.935,1.105,2.92,356.735,1.1,2.785,1.56,2.4225,2.805,8.7925,2.8625,Cheez,1,0
Cheez-50_814-right-9,159.615,0.915,2.075,3.725,251.87,1.68,2.6575,1.485,393.81,2.6425,5.295,1.83,3.8775,1.91,6.9075,3.5225,Cheez,1,0
Cheez-50_814-top-0,28.7525,1.3175,3.9825,2.2625,87.755,23.405,23.26,26.0425,107.83,1.215,1.7775,2.5525,10.0375,4.525,10.3375,4.9825,Cheez,0,1
Cheez-50_814-top-1,24.815,1.66,2.485,1.6075,68.7825,16.24,17.0525,20.1975,86.53,1.0325,1.78,2.32,6.0325,7.3625,9.7425,1.43,Cheez,0,1
Cheez-50_814-top-2,16.5425,1.045,3.1225,3.255,20.4275,13.7375,18.075,15.8925,73.155,183.165,1.88,1.0525,9.9275,5.3775,16.3225,3.1325,Cheez,0,1
Cheez-50_814-top-3,26.2825,1.2725,5.085,2.2275,20.965,17.7325,22.73,21.38,163.245,0.7325,0.6975,2.89,6.77,7.7025,8.645,5.135,Cheez,0,1
Cheez-50_814-top-4,28.3825,2.2925,3.5275,2.18,47.9875,12.9275,17.905,17.9825,209.905,0.845,2.185,2.1375,11.29,5.895,13.9475,3.8925,Cheez,0,1
Cheez-50_814-top-5,17.2225,0.8125,3.2575,2.4525,21.3675,16.6375,14.5475,20.2675,82.0075,0.1425,3.1925,1.5625,10.44,5.1125,15.585,3.895,Cheez,0,1
Cheez-50_814-top-6,24.8125,2.675,1.4,3.5175,26.7925,14.78,14.905,19.565,141.3325,1.4275,1.9175,3.06,10.68,6.61,13.1475,4.485,Cheez,0,1
Cheez-50_814-top-7,16.8125,1.635,4.1175,1.8,20.9175,20.0925,19.5625,23.715,48.095,0.695,3.0975,3.3675,10.6675,6.1,10.7825,4.6775,Cheez,0,1
Cheez-50_814-top-8,37.66,2.345,0.855,3.7625,27.735,21.965,18.71,26.3525,86.7425,0.8125,1.8325,0.9325,6.5575,6.69,10.2975,3.7975,Cheez,0,1
Cheez-50_814-top-9,63.8575,2.31,2.755,0.69,24.9025,24.56,14.91,19.065,114.9425,0.6975,1.57,3.335,11.585,7.18,12.525,5.325,Cheez,0,1
Coffeecup-100_470-back-0,198.72,1.38,1.585,2.3625,1423.47,61.21,5.4575,2.36,54.475,0.1275,1.1775,0.435,2.0525,1.7825,12.455,3.9825,Coffeecup,0,0
Coffeecup-100_470-back-1,280.8025,11.24,1.4,1.7575,918.065,38.71,2.9825,1.3075,19.9625,1.1375,1.4525,0.8775,2.5975,3.47,12.7325,1.2825,Coffeecup,0,0
Coffeecup-100_470-back-2,364.01,10.9425,4.5175,3.1,957.7075,28.6775,2.7425,1.695,45.915,0.955,0.9425,0.83,2.825,1.9125,13.405,0.89,Coffeecup,0,0
Coffeecup-100_470-back-3,326.895,2.0975,4.0525,2.535,1467.51,0.9375,3.7625,3.2975,37.9825,0.28,1.9575,1.0275,0.695,1.445,8.9075,3.73,Coffeecup,0,0
Coffeecup-100_470-back-4,587.7025,1.55,4.07,1.6475,2454.6025,1.65,3.995,2.2225,49.42,0.72,1.5325,1.81,5.2725,4.27,11.135,2.34,Coffeecup,0,0
Coffeecup-100_470-back-5,312.6075,1.07,3.4825,4.49,2184.4425,1.48,5.2925,1.8575,31.2025,1.55,2.01,0.72,2.43,2.355,8.6725,1.2125,Coffeecup,0,0
Coffeecup-100_470-back-6,439.7,11.7525,2.8,1.03,1717.2575,21.71,4.49,1.905,24.46,1.035,2.0775,1.085,1.58,1.8625,7.7275,1.73,Coffeecup,0,0
Coffeecup-100_470-back-7,383.705,1.31,2.9825,1.875,1404.1325,29.3325,4.365,2.635,18.525,0.335,0.6075,1.1625,2.58,2.545,8.81,2.5425,Coffeecup,0,0
Coffeecup-100_470-back-8,485.9,11.83,3.71,2.65,1514.1775,297.73,11.01,1.545,29.31,0.9525,0.705,0.54,1.695,2.69,12.3175,2.5575,Coffeecup,0,0
Coffeecup-100_470-back-9,501.9775,1.045,4.9275,5.1775,1480.1325,25.96,4.4275,1.43,34.0575,0.9275,1.295,0.9275,2.15,3.2825,12.46,2.7075,Coffeecup,0,0
Coffeecup-100_470-right-0,224.425,1.895,3.255,5.9225,669.68,1.025,4.3975,2.6025,11.285,1.5225,0.6425,0.025,1.3225,2.42,10.6,2.27,Coffeecup,1,0
Coffeecup-100_470-right-1,1197.6425,1.3525,4.84,1.9825,6352.5075,2.1375,3.925,2.9275,126.395,0.9575,1.63,1.2925,1.985,0.885,10.525,1.495,Coffeecup,1,0
Coffeecup-100_470-right-2,575.13,1.985,3.5725,1.34,1037.295,3.09,3.58,2.1425,8.9775,1.395,0.435,0.485,2.8825,2.95,13.35,2.155,Coffeecup,1,0
Coffeecup-100_470-right-3,369.4675,11.0225,3.255,4.385,1672.33,3.3975,6.065,5.015,16.015,0.59,0.4875,1.06,2.055,3.4125,15.5275,3.08,Coffeecup,1,0
Coffeecup-100_470-right-4,505.22,14.7,5.2975,3.0975,1647.675,1.365,4.54,2.365,14.6975,0.825,1.2925,0.9025,2.755,3.645,14.2975,3.965,Coffeecup,1,0
Coffeecup-100_470-right-5,176.24,1.2375,4.1125,3.4225,1184.535,1.2325,4.1925,3.715,18.1125,0.335,0.5625,0.2575,3.435,5.1725,13.8125,3.29,Coffeecup,1,0
Coffeecup-100_470-right-6,503.05,2.2175,2.485,1.8675,1139.6075,1.4975,5.22,2.225,37.5725,0.59,1.3075,0.595,3.03,4.6775,14.915,2.9425,Coffeecup,1,0
Coffeecup-100_470-right-7,631.145,3.71,2.805,2.14,638.9975,1.1775,4.93,2.105,13.675,1.135,0.3625,0.1525,3.095,3.83,9.9275,3.635,Coffeecup,1,0
Coffeecup-100_470-right-8,1025.56,5.2825,4.8475,1.6425,1253.8525,2.1375,6.1375,2.695,8.64,7.66,1.7275,1.1375,2.0325,5.1825,14.475,2.0025,Coffeecup,1,0
Coffeecup-100_470-right-9,261.9925,9.37,3.7125,1.2625,620.875,2.2875,5.42,4.0175,18.7425,22.225,1.2875,1.99,3.9825,2.965,9.55,4.54,Coffeecup,1,0
Coffeecup-100_470-top-0,154.3575,0.6525,2.1675,2.3275,314.7825,27.7425,46.65,26.4675,482.4725,12.55,221.9475,0.2825,2.1075,2.415,9.9725,0.755,Coffeecup,0,1
Coffeecup-100_470-top-1,2357.975,1.4375,7.0275,1.9175,1954.655,16.925,16.63,18.575,24.8975,1.2825,1.7075,1.2875,2.7875,2.7975,12.2425,2.875,Coffeecup,0,1
Coffeecup-100_470-top-2,738.4825,1.575,1.5875,3.6475,1976.2325,20.4075,20.9725,17.36,1516.1475,1.085,2.25,0.8475,2.6925,2.4475,13.1475,2.005,Coffeecup,0,1
Coffeecup-100_470-top-3,1390.8125,1.0725,4.445,2.995,704.845,19.25,13.1425,16.605,129.9275,0.285,1.2825,0.985,2.0775,2.87,9.265,0.8525,Coffeecup,0,1
Coffeecup-100_470-top-4,1191.755,3.0225,4.6175,2.1875,2052.48,18.6925,10.185,15.2625,821.485,1.29,0.795,2.4575,2.31,4.1075,15.1475,1.5925,Coffeecup,0,1
Coffeecup-100_470-top-5,212.6075,3.26,3.1775,1.3775,3583.65,16.245,19.2225,19.1675,1325.715,0.75,1.5875,1.135,2.1275,1.5225,9.525,0.7525,Coffeecup,0,1
Coffeecup-100_470-top-6,1204.9375,2.5625,3.71,5.555,1844.94,18.84,19.605,12.9325,941.7975,1.5225,3.005,1.8275,3.23,3.1075,12.7375,1.505,Coffeecup,0,1
Coffeecup-100_470-top-7,682.0525,4.2425,2.305,4.185,2174.125,16.5375,18.12,15.7675,1324.6575,1.9075,3.915,1.4975,1.95,2.93,10.8125,1.165,Coffeecup,0,1
Coffeecup-100_470-top-8,448.605,2.915,3.67,2.2925,2786.0,18.345,17.4425,22.255,1281.6625,0.6975,2.7425,1.405,3.9175,3.255,12.005,1.8725,Coffeecup,0,1
Coffeecup-100_470-top-9,928.53,1.945,7.46,1.4575,4683.1225,16.685,60.1675,22.4125,1835.2025,1.365,0.9825,0.725,2.825,2.2325,12.7225,1.0975,Coffeecup,0,1
Coffeecup-100_843-back-0,100.33,1.0,3.2975,3.1875,1316.1825,1.1775,3.825,2.06,25.505,246.825,949.1125,0.8025,1.9375,0.9875,11.9575,1.4225,Coffeecup,0,0
Coffeecup-100_843-back-1,272.1075,3.0325,2.6175,4.455,1382.6425,42.5175,4.68,2.195,30.6675,299.47,851.1675,0.7225,0.5125,2.18,10.3375,2.1175,Coffeecup,0,0
Coffeecup-100_843-back-2,283.9625,1.7275,3.8025,1.65,1742.86,332.235,10.005,0.835,36.3725,210.23,724.0625,1.3375,0.875,1.82,8.7075,2.1325,Coffeecup,0,0
Coffeecup-100_843-back-3,808.62,0.6775,3.7925,4.45,1234.97,89.9375,2.45,1.305,25.23,226.6125,642.0375,1.14,1.4075,0.3925,12.155,1.65,Coffeecup,0,0
Coffeecup-100_843-back-4,612.5875,1.2625,3.5725,1.1875,1251.95,57.305,3.04,1.1225,39.89,253.265,909.165,0.23,1.7,1.14,11.0875,3.245,Coffeecup,0,0
Coffeecup-100_843-back-5,486.5,0.8975,4.465,4.07,1516.2675,120.535,6.74,1.4925,23.675,295.0675,915.4575,0.54,1.44,1.6925,10.48,2.7175,Coffeecup,0,0
Coffeecup-100_843-back-6,702.685,1.2675,2.1675,2.4125,1245.76,1.205,5.5075,2.415,38.9875,107.44,756.0975,1.1325,2.925,2.47,11.995,1.8475,Coffeecup,0,0
Coffeecup-100_843-back-7,383.765,1.135,3.2625,3.9225,1286.6625,54.1525,4.8425,2.695,24.3175,40.0475,563.7075,0.62,2.0,2.78,12.3025,2.77,Coffeecup,0,0
Coffeecup-100_843-back-8,521.73,14.3175,2.4375,1.95,1113.1525,1.035,6.3625,2.02,34.0525,141.2025,1084.785,0.975,2.29,3.1825,8.705,1.2175,Coffeecup,0,0
Coffeecup-100_843-back-9,861.64,11.5,3.61,2.7575,1410.6125,1.405,3.8675,1.5375,34.0875,95.2875,907.505,1.1125,3.1825,1.52,9.8425,1.2525,Coffeecup,0,0
Coffeecup-100_843-right-0,183.085,1.81,3.845,5.455,483.02,1.63,3.645,2.4325,14.655,10.8325,256.0775,0.285,1.8775,3.325,14.8375,2.7225,Coffeecup,1,0
Coffeecup-100_843-right-1,490.6375,1.4425,5.155,3.1,1258.795,1.23,4.7675,3.6425,29.3925,11.16,221.5425,1.11,2.4325,1.34,13.205,0.9725,Coffeecup,1,0
Coffeecup-100_843-right-2,461.9525,0.9275,4.605,2.025,1108.775,5.0225,5.2125,2.1225,40.5925,9.9825,231.2025,0.5175,1.4325,1.6025,7.62,2.7,Coffeecup,1,0
Coffeecup-100_843-right-3,508.2475,2.05,4.2975,3.8775,902.3175,1.3475,5.8175,2.1725,31.58,13.6725,275.535,1.2125,0.8,1.4075,13.74,2.3025,Coffeecup,1,0
Coffeecup-100_843-right-4,660.9075,1.1975,4.25,3.0675,1191.4625,1.2825,5.345,1.9675,29.26,16.505,266.735,1.06,2.9125,1.0675,8.71,2.14,Coffeecup,1,0
Coffeecup-100_843-right-5,1046.575,1.6175,2.7625,3.8725,1059.6875,3.3525,4.985,2.18,24.96,24.965,260.0725,0.8775,0.4275,1.0475,12.9025,2.54,Coffeecup,1,0
Coffeecup-100_843-right-6,505.2725,1.07,5.53,2.03,1062.935,0.9325,5.1075,3.2225,31.515,59.8625,333.6225,0.9325,2.0775,0.7225,9.745,2.15,Coffeecup,1,0
Coffeecup-100_843-right-7,620.235,1.9425,6.47,1.34,1355.7925,1.6475,4.33,2.0075,22.845,45.6825,297.0225,0.465,3.7,3.6075,14.0425,2.6175,Coffeecup,1,0
Coffeecup-100_843-right-8,763.58,1.655,4.8425,4.2975,1655.165,1.18,2.2975,2.5225,30.645,20.18,280.625,0.6725,1.9525,4.3425,13.605,3.1125,Coffeecup,1,0
Coffeecup-100_843-right-9,744.0675,1.685,2.075,2.8875,1438.6925,7.4225,4.425,1.3875,37.5125,12.8,251.1275,0.5675,1.5,2.2725,11.3975,2.18,Coffeecup,1,0
Coffeecup-100_843-top-0,407.9625,4.4675,3.6175,2.2225,1171.095,5.5275,9.715,5.14,379.215,33.215,419.6675,0.8575,2.45,1.7575,10.7225,1.2075,Coffeecup,0,1
Coffeecup-100_843-top-1,1127.9325,1.295,4.12,2.725,2054.7,3.3575,6.0825,5.23,616.9775,0.57,1.6025,0.75,2.33,2.9675,11.3925,2.815,Coffeecup,0,1
Coffeecup-100_843-top-2,204.67,3.0375,6.595,1.92,90.945,80.7075,5.305,2.1725,496.5675,40.2625,376.6925,0.7225,1.895,1.455,16.36,2.1825,Coffeecup,0,1
Coffeecup-100_843-top-3,923.9925,3.0225,3.76,2.305,1255.245,3.8975,6.1725,6.1325,555.715,0.44,0.665,0.57,2.8525,1.85,10.0325,2.83,Coffeecup,0,1
Coffeecup-100_843-top-4,653.5475,4.735,4.6825,2.1775,909.815,6.825,10.32,7.435,84.56,26.8625,374.8125,0.905,2.46,1.86,11.1425,2.2925,Coffeecup,0,1
Coffeecup-100_843-top-5,1182.4225,3.055,1.99,3.2225,1120.82,4.6225,7.6725,3.175,15.975,0.82,0.715,0.62,1.7975,3.815,11.1675,1.84,Coffeecup,0,1
Coffeecup-100_843-top-6,680.2225,1.325,4.735,2.1875,1205.2275,5.8875,7.3025,4.665,35.325,0.9775,7.4125,0.235,2.1575,2.5275,11.8225,1.0275,Coffeecup,0,1
Coffeecup-100_843-top-7,575.3325,1.6725,5.26,2.645,287.255,6.5075,8.165,7.8225,184.365,27.695,403.3125,0.57,2.5225,2.095,14.63,0.3775,Coffeecup,0,1
Coffeecup-100_843-top-8,1880.6325,1.5275,4.1125,4.44,1130.4025,4.6975,7.84,5.1275,548.215,0.2075,1.1625,0.7475,2.0525,2.755,10.465,1.155,Coffeecup,0,1
Coffeecup-100_843-top-9,1378.325,2.2825,3.4375,4.0675,717.56,4.3025,7.8475,8.1325,217.6575,0.5425,1.0325,1.325,2.91,1.82,11.79,0.7425,Coffeecup,0,1
Coffeecup-100_97-back-0,325.5125,1.8825,1.4925,4.28,377.3375,11.2,21.3,26.3925,556.17,3.235,4.535,2.525,2.9575,3.4925,3.8675,2.03,Coffeecup,0,0
Coffeecup-100_97-back-1,406.375,2.0675,5.615,4.6875,297.675,7.645,18.815,23.6275,154.6325,2.0225,2.445,2.58,0.9625,1.83,8.555,1.1875,Coffeecup,0,0
Coffeecup-100_97-back-2,176.985,1.8825,1.13,3.7325,296.9675,5.81,12.795,21.88,76.6525,2.43,4.3725,1.38,1.0,2.2325,6.3625,0.515,Coffeecup,0,0
Coffeecup-100_97-back-3,589.3425,2.08,3.9825,7.1875,554.3525,7.115,12.615,16.8925,495.0375,2.43,4.68,1.62,0.71,2.2425,9.08,0.925,Coffeecup,0,0
Coffeecup-100_97-back-4,378.8975,1.78,4.0325,1.765,496.6225,6.1975,11.64,19.355,510.5875,1.2825,4.71,1.62,2.3,0.9375,8.095,1.2475,Coffeecup,0,0
Coffeecup-100_97-back-5,438.0625,1.7225,4.395,2.6875,439.2975,6.6825,15.285,17.455,218.0775,2.5375,5.515,3.6075,2.48,1.0525,9.8725,1.36,Coffeecup,0,0
Coffeecup-100_97-back-6,351.42,1.97,4.0275,2.5025,585.76,6.2125,10.5975,10.7375,453.715,1.5775,4.33,3.515,1.8925,1.6475,5.89,2.05,Coffeecup,0,0
Coffeecup-100_97-back-7,290.7375,3.1975,6.2475,3.46,465.3525,7.4925,10.64,21.5325,179.4925,4.1925,3.81,1.68,1.4325,2.06,5.7975,1.745,Coffeecup,0,0
Coffeecup-100_97-back-8,265.7675,2.09,2.305,4.4175,492.6,8.9675,14.555,18.9675,65.325,1.76,3.625,1.8,1.97,1.3675,10.525,2.145,Coffeecup,0,0
Coffeecup-100_97-back-9,433.99,2.155,7.12,4.3825,400.1175,7.575,11.3525,15.4825,48.24,1.6875,3.405,1.14,1.54,0.74,7.895,2.5725,Coffeecup,0,0
Coffeecup-100_97-right-0,1989.69,1.98,3.625,4.12,97.96,4.6275,8.8325,11.8925,37.375,1.63,3.0225,2.18,3.5575,3.875,21.25,1.155,Coffeecup,1,0
Coffeecup-100_97-right-1,2816.325,2.215,4.595,3.6925,101.5075,4.7675,6.685,8.205,41.885,1.5825,2.8525,1.785,2.14,4.0975,11.445,1.255,Coffeecup,1,0
Coffeecup-100_97-right-2,2157.58,1.7475,6.245,3.72,113.355,4.66,6.665,6.4425,48.49,1.265,1.34,1.6025,1.615,3.0125,8.7175,0.5525,Coffeecup,1,0
Coffeecup-100_97-right-3,2352.7475,1.285,2.26,4.1525,151.225,2.995,6.2675,9.3725,35.7475,2.535,1.1925,2.7925,2.885,2.7875,9.94,1.2925,Coffeecup,1,0
Coffeecup-100_97-right-4,2311.195,2.58,3.2075,4.74,73.155,2.7375,8.5575,7.0625,40.4625,1.52,2.745,2.3025,1.84,3.995,15.055,0.795,Coffeecup,1,0
Coffeecup-100_97-right-5,2125.0475,3.425,6.2975,4.005,40.3975,3.4625,5.1575,6.9725,42.53,2.3025,3.3075,2.14,4.26,3.285,9.465,1.835,Coffeecup,1,0
Coffeecup-100_97-right-6,2215.9275,1.09,3.7675,5.1775,76.5575,3.2775,5.99,9.78,42.8175,2.305,1.7575,1.6575,3.3475,2.51,9.115,2.315,Coffeecup,1,0
Coffeecup-100_97-right-7,1934.915,1.155,6.135,4.7625,23.6775,3.6725,6.68,8.265,40.4225,2.15,1.4175,2.4775,3.9375,3.5625,13.56,2.78,Coffeecup,1,0
Coffeecup-100_97-right-8,1811.595,1.285,3.5775,2.2275,23.2,4.325,8.8925,8.655,50.73,1.4175,1.5775,1.915,3.5425,3.585,9.1675,2.3175,Coffeecup,1,0
Coffeecup-100_97-right-9,885.6525,3.26,4.1625,3.0725,17.4125,8.795,13.37,12.4475,34.05,1.7775,1.6425,1.55,4.895,5.2775,7.6525,1.4475,Coffeecup,1,0
Coffeecup-100_97-top-0,1462.5925,4.6775,2.575,4.375,4.32,5.625,7.955,6.7125,164.03,1.74,0.865,2.675,0.0,0.0,0.0,0.0,Coffeecup,0,1
Coffeecup-100_97-top-1,1039.985,2.96,6.63,2.6925,2.485,3.745,6.0525,5.4125,146.1275,1.91,3.495,1.05,0.0,0.0,0.0,0.0,Coffeecup,0,1
Coffeecup-100_97-top-2,1908.9375,2.4975,5.17,3.18,6.0375,5.7075,8.25,4.775,1457.7625,2.025,2.79,2.79,0.0,0.0,0.0,0.0,Coffeecup,0,1
Coffeecup-100_97-top-3,2072.13,2.6025,6.115,5.185,271.105,8.1075,7.05,6.2775,2182.38,1.99,1.22,0.3,0.0,0.0,0.0,0.0,Coffeecup,0,1
Coffeecup-100_97-top-4,1588.9425,2.5725,2.49,3.76,693.56,8.855,6.9175,7.005,2781.5975,1.175,2.3975,1.89,0.0,0.0,0.0,0.0,Coffeecup,0,1
Coffeecup-100_97-top-5,1341.06,2.5825,6.16,2.8025,1625.2025,10.4525,11.8225,11.33,2653.92,1.6575,1.0025,2.52,0.0,0.0,0.0,0.0,Coffeecup,0,1
Coffeecup-100_97-top-6,1778.1925,1.72,4.21,5.075,1296.5325,12.9725,10.825,11.395,3051.5275,2.1725,2.6975,1.29,0.0,0.0,0.0,0.0,Coffeecup,0,1
Coffeecup-100_97-top-7,1904.5225,1.99,2.3975,2.7625,9.42,6.02,9.985,8.665,1348.22,2.61,2.84,1.71,0.0,0.0,0.0,0.0,Coffeecup,0,1
Coffeecup-100_97-top-8,1766.5575,1.855,3.1225,0.96,10.0625,10.275,10.1125,7.04,1657.6375,2.835,1.62,1.98,0.0,0.0,0.0,0.0,Coffeecup,0,1
Coffeecup-100_97-top-9,1882.645,2.9175,4.7,1.8025,403.285,11.1625,9.595,13.51,3497.425,1.69,5.6,2.225,0.0,0.0,0.0,0.0,Coffeecup,0,1
Coffeecup-150_470-back-0,603.0575,24.2275,5.2,0.9175,1249.74,65.7175,5.7975,0.465,31.9625,0.7225,0.7925,0.205,2.1275,2.4475,9.7875,1.985,Coffeecup,0,0
Coffeecup-150_470-back-1,484.035,17.745,5.57,3.1775,1542.2,822.6075,17.27,1.83,23.045,1.475,1.3075,1.235,2.25,2.675,13.1125,2.42,Coffeecup,0,0
Coffeecup-150_470-back-2,311.4375,32.9975,3.395,2.715,1715.565,556.8,17.1875,1.8875,17.7875,0.385,0.4025,0.825,2.7825,3.8425,17.5375,2.4675,Coffeecup,0,0
Coffeecup-150_470-back-3,610.0675,13.0275,2.58,2.3725,1457.6075,453.7825,15.5125,2.5975,16.19,0.3075,1.155,1.75,2.63,3.2875,10.0425,2.3525,Coffeecup,0,0
Coffeecup-150_470-back-4,242.99,32.2025,5.015,4.605,1224.415,33.8325,4.825,1.4775,13.2625,0.6725,0.66,0.83,2.1225,2.11,10.6525,1.425,Coffeecup,0,0
Coffeecup-150_470-back-5,564.4675,33.15,4.1125,2.26,1132.02,352.1125,13.7225,2.3125,64.7525,1.215,1.71,1.3725,1.465,3.5375,10.005,2.385,Coffeecup,0,0
Coffeecup-150_470-back-6,445.4675,19.9325,3.2075,4.2075,1280.9525,38.695,7.1575,2.4175,189.7325,1.035,1.79,0.7225,4.5525,3.5925,7.1425,2.035,Coffeecup,0,0
Coffeecup-150_470-back-7,41.075,15.4625,7.7725,1.525,659.6125,497.7125,18.18,2.8425,21.6675,0.7725,0.9775,0.545,3.17,3.4125,12.0725,2.475,Coffeecup,0,0
Coffeecup-150_470-back-8,371.7,20.37,2.255,2.645,1485.1025,109.2625,13.3225,1.9275,13.265,1.2125,1.0525,0.33,3.03,3.6025,13.45,2.73,Coffeecup,0,0
Coffeecup-150_470-back-9,318.5675,11.45,8.1075,3.3,1347.395,266.4775,15.395,1.735,41.5175,0.31,0.89,0.6975,2.34,2.275,7.28,2.735,Coffeecup,0,0
Coffeecup-150_470-right-0,1021.725,1.44,4.475,3.3075,4724.3375,3.1125,4.14,2.91,86.5925,1.2375,1.34,1.42,3.26,3.2625,15.9775,1.2675,Coffeecup,1,0
Coffeecup-150_470-right-1,945.8275,2.4675,4.48,3.2575,1411.55,2.9325,3.9175,2.505,16.3675,0.2325,0.4375,0.2825,2.4225,2.4725,13.995,2.15,Coffeecup,1,0
Coffeecup-150_470-right-2,1961.1975,3.5075,5.7,3.69,2452.6725,2.635,4.3125,3.85,444.0575,5.84,1.5925,0.8,4.0225,5.7425,14.32,0.985,Coffeecup,1,0
Coffeecup-150_470-right-3,216.7825,4.9025,2.7125,3.045,314.77,1.845,4.6975,2.7975,4.2,0.41,0.9775,0.8775,2.5725,2.59,9.2825,2.21,Coffeecup,1,0
Coffeecup-150_470-right-4,448.205,13.625,3.3875,3.6775,971.885,6.925,4.5425,3.0475,11.345,0.335,0.9575,0.8025,1.8375,1.86,6.9775,2.0875,Coffeecup,1,0
Coffeecup-150_470-right-5,374.9125,5.1175,6.4725,3.2175,1091.79,1.1275,5.0025,1.02,21.5475,1.1675,0.62,0.745,1.61,0.4375,11.73,2.585,Coffeecup,1,0
Coffeecup-150_470-right-6,833.61,71.05,8.22,2.2975,1541.37,1.1725,5.57,3.08,5.25,3.425,2.065,0.64,1.86,2.7525,10.105,1.02,Coffeecup,1,0
Coffeecup-150_470-right-7,418.2975,9.955,2.1725,4.6475,347.455,44.995,9.4475,2.005,7.4075,0.7225,0.5925,0.5125,1.5225,2.3925,8.33,1.805,Coffeecup,1,0
Coffeecup-150_470-right-8,781.99,5.77,2.9375,3.8425,1390.54,21.36,9.03,1.8675,9.815,0.975,1.545,0.465,4.185,2.1725,10.305,2.16,Coffeecup,1,0
Coffeecup-150_470-right-9,428.86,6.19,4.155,5.295,1328.5325,13.72,3.6825,1.935,11.525,0.2825,1.1125,1.085,1.1925,2.4525,10.9775,2.23,Coffeecup,1,0
